sentence,punc,numbers,spaces,characters,stopwords,position,order,noun,preposition,verb,adjectives,wordratio,overlaping_words,unique_words,title_words,selection,document_number
" ماسٹر جی نے شلوار پہننے کو کہا ، تو دھیمی آواز میں بولا :  او خدا ، ستھن تے کڑیاں پاؤندیاں نیں ",0.020833333,0,0.25,0.581818182,0.24,0.2,33,0.12,0.16,0.12,0.04,0.008678358,0.6,-0.591321642,0,0,55
 سلیم میاں یہ سن کر کھلکھلا اٹھے اور بولے سچ مچ کا پینڈو تھا مگر ابا جان ! وہ پتلون کیوں نہیں پہنتا تھا ,0.009615385,0,0.240384615,0.63030303,0.384615385,0.206060606,34,0.153846154,0.230769231,0.230769231,0.153846154,0.009401555,0.846153846,-0.836752291,0,0,55
 میں نے کہا : بیٹا ! یہ آج سے چالیس برس پہلے کی بات ہے ,0.018181818,0,0.290909091,0.333333333,0.529411765,0.212121212,35,0.117647059,0.352941176,0.235294118,0.058823529,0.004971976,0.941176471,-0.936204494,0,0,55
 ان دنوں اگر ماسٹر جی خود بھی پتلون پہن لیتے تو شہر کے کتے انھیں ولایت پہنچا آتے ,0,0,0.234567901,0.490909091,0.4,0.218181818,36,0,0.3,0.2,0,0.007322365,0.95,-0.942677635,0,0,55
 سلیم میری بات پوری طرح سمجھے بغیر ہنس دیے ,0,0,0.23255814,0.260606061,0.272727273,0.224242424,37,0.181818182,0.363636364,0.363636364,0.181818182,0.003887181,0.909090909,-0.905203728,0,0,55
 بوڑھا علی بخش پوری طرح سمجھ کر مسکرایا ,0,0,0.225,0.242424242,0.2,0.23030303,38,0.3,0.4,0.3,0.2,0.003615983,0.9,-0.896384017,0,0,55
 ہم نے کہانی جاری رکھی : ان دنوں پتلون پوش خال خال ہی نظر آتے تھے ,0,0,0.257575758,0.4,0.388888889,0.236363636,39,0.055555556,0.277777778,0.222222222,0.055555556,0.005966371,0.777777778,-0.771811406,0,1,55
 مثلا سارے سکول میں ایک سیکنڈ ماسٹر صاحب تھے جو سوٹ پہنتے تھے ,0,0,0.225806452,0.375757576,0.333333333,0.242424242,40,0.066666667,0.2,0.2,0.133333333,0.005604773,0.666666667,-0.661061894,0,1,55
 لڑکے انھیں جنٹل مین کہا کرتے تھے ,0,0,0.235294118,0.206060606,0.444444444,0.248484848,41,0,0.111111111,0.333333333,0,0.003073585,0.777777778,-0.774704193,0,0,55
 لاہور میں تعلیم پائی تھی ,0,0,0.230769231,0.157575758,0.285714286,0.254545455,42,0.142857143,0.285714286,0.285714286,0,0.002350389,0.714285714,-0.711935326,0,0,55
 وہیں کے رہنے والے تھے ,0,0,0.260869565,0.139393939,0.714285714,0.260606061,43,0,0.142857143,0.285714286,0,0.00207919,0.714285714,-0.712206524,0,0,55
 ہر فقرے میں دو تین لفظ انگریزی کے بولتے تھے اور لڑکے رشک سے مرنے لگتے تھے ,0,0,0.24,0.454545455,0.473684211,0.266666667,44,0.052631579,0.210526316,0.315789474,0.157894737,0.006779967,0.631578947,-0.62479898,0,0,55
 آدمی خوش مزاج تھے ,0,0,0.263157895,0.115151515,0.166666667,0.272727273,45,0,0,0.166666667,0.166666667,0.001717592,1,-0.998282408,0,0,55
 ہاکی کے کھلاڑی تھے اور شکار کے شوقین ,0,0,0.236842105,0.23030303,0.4,0.278787879,46,0.1,0.2,0.1,0.2,0.003435184,0.7,-0.696564816,0,0,55
 ایک دفعہ دسمبر میں شکار کرتے کرتے اسی دیہاتی لڑکے کے گاؤں جا نکلے ,0,0,0.223880597,0.406060606,0.5,0.284848485,47,0.0625,0.25,0.25,0,0.006056771,0.9375,-0.931443229,0,1,55
 رات ہو رہی تھی ,0,0,0.3125,0.096969697,0.5,0.290909091,48,0,0.166666667,0.5,0,0.001446393,0.833333333,-0.83188694,0,0,55
 آپ نے اسی کے ہاں ٹھہرنے کا فیصلہ کیا اور ان کے دروازے پر جا دستک دی ,0,0,0.260869565,0.418181818,0.684210526,0.296969697,49,0.052631579,0.473684211,0.210526316,0.157894737,0.00623757,0.894736842,-0.888499272,0,0,55
 لڑکے نے اچانک ماسٹر جی کو گھر کے دروازے پر دیکھا تو ایک لمحے کے لیے چکرا سا گیا ,0,0,0.24691358,0.490909091,0.476190476,0.303030303,50,0.095238095,0.428571429,0.19047619,0.095238095,0.007322365,0.80952381,-0.802201445,0,0,55
 ماسٹر صاحب نے کئی دفعہ مذاق میں کہا تو تھا کہ ہم ایک دن چھوٹے چودھری کے مہمان بنیں گے ماسٹر جی اسے چھوٹا چودھری بھی مذاقا ہی کہتے تھے ,0,0,0.22962963,0.818181818,0.5625,0.309090909,51,0.03125,0.34375,0.15625,0.09375,0.012203941,0.90625,-0.894046059,0,1,55
 لیکن چودھری کو توقع تھی کی ماسٹر جی مذاق کو مذاق کی حد تک ہی رکھیں گے مگر آج وہ حد پھلانگ کر اس کے روبرو کھڑے ہوئے تو چھوٹے چودھری کو میزبانی کے بغیر چارہ نہ تھا ,0,0,0.239263804,0.987878788,0.55,0.315151515,52,0.1,0.425,0.2,0.125,0.014735129,0.8,-0.785264871,0,0,55
 یہ نہیں کہ چھوٹا چودھری یا اس کے گھر والے مہمان نواز نہ تھے ,0,0,0.245901639,0.36969697,0.5625,0.321212121,53,0.0625,0.3125,0.0625,0.125,0.005514374,0.9375,-0.931985626,0,0,55
 انھیں صرف اس بات کا یقین نہیں تھا کہ ان کی مہمان نوازی ماسٹر جی کو موافق بھی آئے گی یا نہیں ,0,0,0.247311828,0.563636364,0.625,0.327272727,54,0.041666667,0.375,0.166666667,0.083333333,0.00840716,0.833333333,-0.824926174,0,0,55
 بہرحال انھوں نے اپنی تواضع کی ابتدا کی ,0,0,0.225,0.242424242,0.4,0.333333333,55,0.1,0.4,0.2,0.1,0.003615983,0.9,-0.896384017,0,1,55
 چھوٹا چودھری اور اس کے بڑے بھائی ماسٹر جی کو بعد تعظیم اپنی چوپال میں لے گئے ,0,0,0.230769231,0.472727273,0.526315789,0.339393939,56,0.052631579,0.315789474,0.157894737,0.210526316,0.007051166,0.842105263,-0.835054097,0,1,55
 چوپال کے دو حصے تھے ,0,0,0.285714286,0.127272727,0.428571429,0.345454545,57,0,0.142857143,0.285714286,0,0.001898391,0.857142857,-0.855244466,0,0,55
" ایک میں گھوڑی بندھی تھی اور دوسری کے عین مرکز میں آتش دان تھا ، جس کی آگ کے شعلے اور دھواں بیک وقت بلند ہو کر چوپال میں روشنی اور تاریکی پھیلا رہے تھے ",0.006578947,0,0.236842105,0.921212121,0.486486486,0.351515152,58,0.027027027,0.324324324,0.243243243,0.162162162,0.013740734,0.702702703,-0.688961969,0,0,55
" آتش دان کے اردگرد خشک گھاس کا نرم اور گرم فرش تھا ، جسے مقامی بولی میں ستھر کہتے تھے ",0.011627907,0,0.244186047,0.521212121,0.363636364,0.357575758,59,0.045454545,0.272727273,0.227272727,0.227272727,0.007774363,0.681818182,-0.674043819,0,0,55
 گاؤں کے بیسں بائیسں آدمی ستھر پر بیٹھے حقہ پی رہے تھے ,0,0,0.236363636,0.333333333,0.285714286,0.363636364,60,0.071428571,0.142857143,0.285714286,0.142857143,0.004971976,0.642857143,-0.637885167,0,0,55
 ماسٹر جی داخل ہوئے تو سب کھڑے ہو گئے ,0,0,0.263157895,0.23030303,0.454545455,0.36969697,61,0,0.272727273,0.454545455,0.181818182,0.003435184,0.909090909,-0.905655726,0,0,55
 ماسٹر جی کو آؤ جی خیر نال کہا ,0,0,0.290322581,0.187878788,0.2,0.375757576,62,0.1,0.2,0.2,0.1,0.002802387,0.8,-0.797197613,0,0,55
 ہر ایک نے ان سے مصافحہ کیا ,0,0,0.285714286,0.16969697,0.666666667,0.381818182,63,0.111111111,0.666666667,0.111111111,0.222222222,0.002531188,0.888888889,-0.886357701,0,0,55
 ہر ایک نے ان کے ہال بچوں کی خیریت پوچھی ,0,0,0.268292683,0.248484848,0.5,0.387878788,64,0.083333333,0.5,0.166666667,0.083333333,0.003706382,0.916666667,-0.912960284,0,0,55
 ماسٹر جی نے چھوٹتے ہی ذرا شرما کر کہ تو دیا کہ ابھی بال بچوں کی نوبت نہیں آئی لیکن ان نامولود برخورداروں کی خیریت بہرحال ہر ملاقاتی نے پوچھی کہ یہی ان کی تواضع کی ترکیب تھی ,0,0,0.224137931,1.054545455,0.575,0.393939394,65,0.075,0.35,0.25,0.05,0.015729524,0.8,-0.784270476,0,0,55
 چونکہ ماسٹر جی نے پتلون پہن رکھی تھی لہذا فرش پر بٹھانے کی بجائے ان کے لیے رنگیلی چارپائی بچھا دی گئی ,0,0,0.223300971,0.624242424,0.458333333,0.4,66,0.041666667,0.333333333,0.333333333,0.125,0.009311155,0.708333333,-0.699022178,0,1,55
 سلیم حیران ہو کر بولے : ابا جان ! ان میں اتنی عقل نہ تھی کہ انھیں کرسی دیتے ,0.012987013,0,0.25974026,0.466666667,0.428571429,0.406060606,67,0.095238095,0.333333333,0.285714286,0.095238095,0.006960767,0.904761905,-0.897801138,0,0,55
" میں نے کہا : بیٹا ! عقل تو تھی ، کرسی نہ تھی ",0.043478261,0,0.304347826,0.278787879,0.466666667,0.412121212,68,0.066666667,0.4,0.2,0,0.00415838,1,-0.99584162,0,0,55
 سلیم نے فیصلہ کن انداز میں کہا : اگر کرسی نہ تھی تو چودھری کس بات کے تھے ,0,0,0.256756757,0.448484848,0.55,0.418181818,69,0.1,0.4,0.25,0.05,0.006689568,0.85,-0.843310432,0,0,55
 میں نے کہا : ایک تو چودھری ذرا چھوٹی قسم کے تھے اور دوسرے گاؤں میں چودھری پن کی نمائش کرسیوں سے نہیں کی جاتی ,0,0,0.236363636,0.666666667,0.592592593,0.424242424,70,0.037037037,0.37037037,0.185185185,0.111111111,0.009943952,0.851851852,-0.8419079,0,0,55
" سلیم دیہاتیوں کی کوئی غلطی کوئی کمزوری پکڑنے پر تلا ہوا تھا ، بولا : مگر کوئی گول کمرے میں گھوڑی بھی باندھتا ہے ",0.008849558,0,0.221238938,0.684848485,0.423076923,0.43030303,71,0.076923077,0.307692308,0.192307692,0.153846154,0.010215151,0.884615385,-0.874400234,0,0,55
 میں نے سلیم کو سمجھایا اگر گھوڑی کے لیے کوئی علیحدہ مستطیل کمرا نہ ہو تو پھر وہ بھی گول کمرے میں رہتی ہے ,0,0,0.235849057,0.642424242,0.615384615,0.436363636,72,0.115384615,0.461538462,0.230769231,0.192307692,0.009582354,0.884615385,-0.875033031,0,0,55
 علاوہ ازیں گاؤں کے کمرے اتنے گول بھی نہیں ہوتے سلیم طنز کو پا گیا اور بولا : گول کمرا تو ویسے نام پڑ گیا ہے ,0,0,0.247706422,0.660606061,0.357142857,0.442424242,73,0.107142857,0.214285714,0.25,0.142857143,0.009853553,0.857142857,-0.847289304,0,0,55
" ہمارا اپنا گول کمرا بھی تو چوکور ہے ، مگر بات یہ ہے کہ ڈرائنگ روم میں گھوڑے گدھے کا کیا کام ",0.010752688,0,0.247311828,0.563636364,0.5,0.448484848,74,0.041666667,0.291666667,0.208333333,0.083333333,0.00840716,0.833333333,-0.824926174,0,0,55
 میں نے ہنس کر کہا بیٹا دیہاتی لوگ اتنے مہذب نہیں ہوتے کہ ڈرائنگ روم میں کتے لے آئیں ,0,0,0.235294118,0.515151515,0.523809524,0.454545455,75,0.095238095,0.238095238,0.285714286,0,0.007683963,0.904761905,-0.897077942,0,0,55
 وہ گھوڑوں ہی سے گزارا کر لیتے ہیں ,0,0,0.257142857,0.212121212,0.6,0.460606061,76,0,0.5,0.4,0.1,0.003163985,0.9,-0.896836015,0,0,55
 علی بخش مسکرایا ,0,0,0.235294118,0.103030303,0,0.466666667,77,0.4,0.2,0.2,0,0.001536793,1,-0.998463207,0,0,55
" سلیم کسی قدر چکرایا لیکن کہانی بہرحال اشتیاق سے سن رہا تھا ، بولا پھر کیا ہوا ",0.012658228,0,0.227848101,0.478787879,0.421052632,0.472727273,78,0.157894737,0.263157895,0.368421053,0.157894737,0.007141566,0.842105263,-0.834963697,0.052631579,0,55
 پھر گاؤں کا نائی ماسٹر جی کے پاؤں دابنے لگا ,0,0,0.244444444,0.272727273,0.333333333,0.478787879,79,0,0.25,0.25,0,0.00406798,0.833333333,-0.829265353,0,0,55
 ایک نوکر کو دوڑایا گیا کہ ان کے لیے تازہ مکئی کے بھٹے بھنوا کر لے آئے ,0,0,0.253521127,0.43030303,0.578947368,0.484848485,80,0.052631579,0.421052632,0.315789474,0.105263158,0.006418369,0.842105263,-0.835686894,0,0,55
 سلیم جھوٹ بول اٹھے ابا جان مکئی کے بھٹے تو پک نک پر کھائے جاتے ہیں ,0,0,0.25,0.412121212,0.277777778,0.490909091,81,0.166666667,0.222222222,0.333333333,0.111111111,0.00614717,0.833333333,-0.827186163,0,0,55
" گھر میں تو چائے پلائی جاتی ہے ، وہ لوگ اتنی بات بھی نہ جانتے تھے ",0.015151515,0,0.257575758,0.4,0.5,0.496969697,82,0,0.333333333,0.277777778,0.055555556,0.005966371,1,-0.994033629,0,0,55
 میں نے کہا : یہ گھر میں پک نک منا لینے کی غلطی دیہاتیوں سے اکثر ہو جاتی ہے ,0,0,0.263157895,0.460606061,0.523809524,0.503030303,83,0.047619048,0.285714286,0.333333333,0.047619048,0.006870367,0.904761905,-0.897891538,0,0,55
 بہرحال ماسٹر جی نے خود ان کی اصلاح کر دی اور بھٹے کا نام سن کر کہنے لگے یہ تکلیف نہ کریں ,0,0,0.255555556,0.545454545,0.5,0.509090909,84,0.083333333,0.375,0.333333333,0.125,0.008135961,0.875,-0.866864039,0,0,55
 ہو سکے تو ایک پیالی چائے پلا دیں ,0,0,0.264705882,0.206060606,0.4,0.515151515,85,0,0.2,0.3,0,0.003073585,0.8,-0.796926415,0,0,55
 ذرا سردی بھی ہے ,0,0,0.294117647,0.103030303,0.5,0.521212121,86,0,0.166666667,0.166666667,0.166666667,0.001536793,0.833333333,-0.831796541,0,0,55
 سلیم نے فوری تائید کی بات بھی ٹھیک تھی ,0,0,0.25,0.242424242,0.454545455,0.527272727,87,0.181818182,0.363636364,0.272727273,0.181818182,0.003615983,0.818181818,-0.814565836,0,0,55
 وقت جو چائے کا تھا ,0,0,0.3,0.121212121,0.428571429,0.533333333,88,0.142857143,0.428571429,0.142857143,0.142857143,0.001807991,1,-0.998192009,0,0,55
 میں نے کہا : بات تو ٹھیک تھی بشرطیکہ ان کے گھر چائے بھی ہوتی ,0,0,0.258064516,0.375757576,0.588235294,0.539393939,89,0.058823529,0.411764706,0.235294118,0.058823529,0.005604773,0.882352941,-0.876748168,0,0,55
 اس مقام پر سلیم میاں تیزی سے سوال کرنے لگے اور ہماری کہانی نے مکالمے کی شکل اختیار کر لی ,0,0,0.233333333,0.545454545,0.5,0.545454545,90,0.181818182,0.363636364,0.227272727,0.181818182,0.008135961,0.727272727,-0.719136766,0,0,55
 چنانچہ فورا بولے : تو کیا ان کے گھر میں چائے ختم ہو گئی تھی ,0,0,0.262295082,0.36969697,0.470588235,0.551515152,91,0,0.352941176,0.294117647,0.058823529,0.005514374,0.941176471,-0.935662097,0,0,55
 نہیں بیٹا ابھی شروع ہی نہیں ہوئی تھی ,0,0,0.236842105,0.23030303,0.6,0.557575758,92,0,0.2,0.3,0,0.003435184,1,-0.996564816,0,0,55
 ان دنوں چائے ابھی دیہات میں نہیں پہنچی تھی ,0,0,0.227272727,0.266666667,0.454545455,0.563636364,93,0,0.272727273,0.181818182,0,0.003977581,0.818181818,-0.814204237,0,0,55
 تو کیا انھوں نے مہمان سے صاف کہ دیا کہ ہمارے پاس چائے نہیں ,0,0,0.25,0.363636364,0.625,0.56969697,94,0.0625,0.4375,0.125,0.1875,0.005423974,0.9375,-0.932076026,0,0,55
 کتنی شرم کی بات ہے ,0,0,0.3,0.121212121,0.285714286,0.575757576,95,0,0.142857143,0.428571429,0,0.001807991,0.857142857,-0.855334866,0,0,55
 میں نے کہا : بھئی میرے خیال میں پہلے تو گھر میں چائے کا نہ ہونا شرم کی بات نہیں ,0,0,0.259259259,0.490909091,0.590909091,0.581818182,96,0.045454545,0.409090909,0.181818182,0.090909091,0.007322365,0.954545455,-0.94722309,0,0,55
 دوسرے انھوں نے مہمان کی خاطر چائے کے لیے دوڑ دھوپ شروع کر دی اور آخر مقامی حکیم کے گھر سے چائے مل بھی گئی ,0,0,0.242990654,0.648484848,0.444444444,0.587878788,97,0.037037037,0.37037037,0.296296296,0.148148148,0.009672754,0.851851852,-0.842179098,0,0,55
 ان دنوں چائے صرف مریضوں کو پلائی جاتی تھی ,0,0,0.23255814,0.260606061,0.454545455,0.593939394,98,0.090909091,0.272727273,0.181818182,0.090909091,0.003887181,0.909090909,-0.905203728,0,0,55
 سلیم نے لمبا سانس لیا اور بولے : چلو شکر ہے چائے تو ملی ,0,0,0.263157895,0.345454545,0.375,0.6,99,0.125,0.125,0.3125,0.25,0.005152775,0.6875,-0.682347225,0,0,55
 میں نے کہا : ہاں چائے تو مل گئی لیکن پھر ایک عجیب سوال پیدا ہو گیا ,0,0,0.264705882,0.412121212,0.578947368,0.606060606,100,0.052631579,0.263157895,0.368421053,0.052631579,0.00614717,0.947368421,-0.941221251,0,0,55
 یہی نا کہ چائے کے ساتھ کھانے کو کیا دیا جائے ,0,0,0.260869565,0.278787879,0.615384615,0.612121212,101,0.076923077,0.307692308,0.307692308,0.076923077,0.00415838,1,-0.99584162,0,0,55
 وہاں تو لے دے کے مکئی کے بھٹے ہی تھے ! نہیں بیٹے ,0.02,0,0.28,0.303030303,0.6,0.618181818,102,0,0.333333333,0.2,0,0.004519978,0.933333333,-0.928813355,0,0,55
 یہ بات نہ تھی ,0,0,0.333333333,0.090909091,0.5,0.624242424,103,0,0.5,0.333333333,0,0.001355993,1,-0.998644007,0,0,55
 سوال ذرا بنیادی نوعیت کا تھا اور وہ یہ کہ چائے بنائی کیسے جائے ! سلیم نیم وحشت کے عالم میں میرا منھ تکنے لگا اور بولا : ابا جان ! چائے تو ہمارا جمعدار بھی بنا سکتا ہے اور دن بھر پیتا رہتا ہے ,0.010416667,0,0.239583333,1.163636364,0.468085106,0.63030303,104,0.063829787,0.276595745,0.276595745,0.170212766,0.017356717,0.744680851,-0.727324134,0,0,55
 کیا وہ اتنے ہی اناڑی تھے ,0,0,0.269230769,0.157575758,0.5,0.636363636,105,0,0.375,0.25,0.25,0.002350389,0.875,-0.872649611,0,0,55
 میں نے کہا : بھئی وہاں چائے پینے پلانے کا ہنر پہنچا ہی نہ تھا ,0,0,0.253968254,0.381818182,0.470588235,0.642424242,106,0.058823529,0.352941176,0.294117647,0,0.005695173,0.882352941,-0.876657769,0,0,55
 وہاں کسی کا رواج تھا اور اس ہنر میں وہ یکتا تھے ,0,0,0.265306122,0.296969697,0.642857143,0.648484848,107,0,0.428571429,0.142857143,0.142857143,0.004429579,0.857142857,-0.852713278,0,0,55
 تو کیا ماسٹر جی کو آخر لسی پلا دی ,0,0,0.285714286,0.212121212,0.454545455,0.654545455,108,0.090909091,0.272727273,0.272727273,0.090909091,0.003163985,1,-0.996836015,0,0,55
 نہیں پلائی تو چائے ہی تھی لیکن وہ ایسی کامیاب چائے نہ تھی ,0,0,0.237288136,0.357575758,0.6,0.660606061,109,0,0.466666667,0.133333333,0.2,0.005333574,0.866666667,-0.861333092,0,0,55
 یعنی چائے کی لسی بنا دی ,0,0,0.28,0.151515152,0.375,0.666666667,110,0,0.25,0.375,0,0.002259989,1,-0.997740011,0,0,55
" ہاں بیٹا ، کچھ ایسا ہی ذائقہ ہو گا ",0.027777778,0,0.277777778,0.218181818,0.545454545,0.672727273,111,0,0.181818182,0.090909091,0,0.003254384,0.909090909,-0.905836525,0,0,55
 چھوٹے چودھری کا کہنا ہے کہ ماسٹر جی نے ایک گھونٹ پیا ٹھنڈی لگی اور پیالی رکھ دی ,0,0,0.234567901,0.490909091,0.5,0.678787879,112,0.05,0.15,0.35,0.25,0.007322365,0.75,-0.742677635,0,0,55
 تو چودھری شرم سے غرق نہ ہو گیا ,0,0,0.28125,0.193939394,0.5,0.684848485,113,0,0.3,0.2,0,0.002892786,0.9,-0.897107214,0,0,55
" نہیں ایسا حادثہ تو نہ ہوا ، البتہ چودھری کو اس بات کا رنج بہت ہوا کہ ماسٹر جی کی فرمائش پوری نہ کی جا سکی ",0.009345794,0,0.252336449,0.648484848,0.535714286,0.690909091,114,0.142857143,0.357142857,0.25,0.035714286,0.009672754,0.857142857,-0.847470104,0,0,55
 بہرحال انھوں نے کچھ تلافی رات کے کھانے پر مرغ کے سالن سے کر دی ,0,0,0.25,0.387878788,0.470588235,0.696969697,115,0.058823529,0.411764706,0.176470588,0.058823529,0.005785572,0.823529412,-0.81774384,0,1,55
 پھر ماسٹر جی کے لیے بستر لگایا گیا ,0,0,0.25,0.218181818,0.4,0.703030303,116,0,0.3,0.4,0.1,0.003254384,0.8,-0.796745616,0,1,55
 چودھری نے ان کے لیے اکلوتی ریشمی رضائی نکلوائی اور وہ سفید جھالر والا تکیہ بھی جس کے غلاف پر بارہ سنگھے کی تصویر کڑھی ہوئی تھی ,0,0,0.21875,0.775757576,0.482758621,0.709090909,117,0.068965517,0.379310345,0.137931034,0.24137931,0.011571144,0.551724138,-0.540152993,0,1,55
 بےشک تکیے میں لچک کی نسبت اکڑ زیادہ تھی اور ماسٹر جی کو اسے سر کے نیچے فٹ کرنے میں کچھ دقت بھی پیش آئی لیکن آخر آرام سے سو گئے ,0,0,0.25,0.775757576,0.545454545,0.715151515,118,0.060606061,0.303030303,0.181818182,0.090909091,0.011571144,0.727272727,-0.715701583,0,1,55
 صرف ایک مرتبہ آدھی رات کے قریب گھوڑی کے کھانسنے سے ذرا انگریزی میں بڑبڑا کر جاگ اٹھے لیکن برابر ہی چودھری اور اس کا نوکر سو رہے تھے ,0,0,0.22556391,0.806060606,0.516129032,0.721212121,119,0.032258065,0.290322581,0.193548387,0.193548387,0.012023142,0.774193548,-0.762170406,0,0,55
 انھوں نے گھوڑی کو چارا اور ماسٹر جی کو دلاسا دیا اور پھر صبح تک کوئی قابل ذکر واقعہ نہ ہوا ,0,0,0.239130435,0.557575758,0.47826087,0.727272727,120,0.173913043,0.391304348,0.130434783,0.130434783,0.00831676,0.826086957,-0.817770196,0,0,55
 ابا جان ! صبح ہوتے ہی ماسٹر جی تو بھاگ نکلے ہوں گے ,0.019230769,0,0.269230769,0.315151515,0.333333333,0.733333333,121,0.066666667,0.133333333,0.333333333,0,0.004700777,0.933333333,-0.928632556,0,0,55
 نہیں تو ,0,0,0.333333333,0.054545455,0.5,0.739393939,122,0,0.25,0,0,0.000813596,1,-0.999186404,0,0,55
 وہ تو اطمینان سے جاگے ,0,0,0.260869565,0.139393939,0.428571429,0.745454545,123,0,0.428571429,0,0.142857143,0.00207919,0.714285714,-0.712206524,0,1,55
" پہلے انھیں ہرے بھرے کھیتوں کی سیر کرائی گئی ، پھر انھوں نے غسل کیا ",0.014705882,0,0.235294118,0.412121212,0.411764706,0.751515152,124,0.058823529,0.352941176,0.352941176,0.235294118,0.00614717,0.705882353,-0.699735182,0,1,55
 غسل بھی بیٹھک ہی میں کیا ہو گا ,0,0,0.28125,0.193939394,0.6,0.757575758,125,0,0.4,0.2,0.1,0.002892786,1,-0.997107214,0,0,55
" بیٹا ، بیٹھک میں نہیں ، مسجد میں ",0.058823529,0,0.264705882,0.206060606,0.3,0.763636364,126,0.1,0.2,0,0,0.003073585,1,-0.996926415,0,0,55
 مسجد میں ,0,0,0.3,0.060606061,0.25,0.76969697,127,0.25,0.25,0,0,0.000903996,1,-0.999096004,0,0,55
 سلیم نے حیرت سے کہا : خانہ خدا کو غسل خانہ بنا دیا ,0,0,0.269230769,0.315151515,0.333333333,0.775757576,128,0.266666667,0.266666667,0.2,0.066666667,0.004700777,0.8,-0.795299223,0,0,55
 میں نے کہا : بھی گاؤں کے اکثر لوگ مسجد کے غسل خانوں ہی میں نہاتے ہیں اور بظاہر اللہ تعالی کو اس پر کوئی اعتراض بھی نہیں ,0,0,0.239669421,0.733333333,0.6,0.781818182,129,0.133333333,0.433333333,0.066666667,0.1,0.010938347,0.833333333,-0.822394986,0,0,55
 دیہاتی گھروں میں ہر کام کے لیے علیحدہ خانے کم ہی ہوتے ہیں ,0,0,0.237288136,0.357575758,0.466666667,0.787878788,130,0,0.4,0.2,0.266666667,0.005333574,0.866666667,-0.861333092,0,0,55
 سلیم کان پر ہاتھ رکھ کر بولے : خدا اس دیہاتی زندگی سے بچائے ,0,0,0.245901639,0.36969697,0.3125,0.793939394,131,0.125,0.25,0.1875,0.125,0.005514374,0.8125,-0.806985626,0,0,55
 ابا جان ! اچھا ہوا آپ فوج میں آ گئے ! ورنہ ہم بھی چھوٹے چودھری کی طرح مویشیوں کے ساتھ سو رہے ہوتے اور مسجد میں جا کر نہاتے ,0.016129032,0,0.25,0.751515152,0.5625,0.8,132,0.09375,0.3125,0.3125,0.125,0.011209546,0.90625,-0.895040454,0,0,55
 لیکن چھوٹا چودھری تو اس زندگی سے بھی ناخوش نہ تھا ,0,0,0.235294118,0.309090909,0.538461538,0.806060606,133,0,0.461538462,0.076923077,0.076923077,0.004610378,1,-0.995389622,0,0,55
 مگر ابا جان ! بےچارے ماسٹر جی کا کیا بنا ,0.023809524,0,0.261904762,0.254545455,0.25,0.812121212,134,0.083333333,0.25,0.25,0.166666667,0.003796782,0.916666667,-0.912869885,0,0,55
 بنا یہ کہ ماسٹر جی نے غسل کے بعد ناشتا کیا اور پھر رخصت ہو گئے ,0,0,0.265625,0.387878788,0.555555556,0.818181818,135,0.055555556,0.388888889,0.333333333,0.166666667,0.005785572,0.944444444,-0.938658872,0,1,55
 ناشتا ,0,0,0.285714286,0.042424242,0,0.824242424,136,0,0,0,0,0.000632797,1,-0.999367203,0,0,55
 چودھری کے گھر میں کارن فلیک تھے ,0,0,0.242424242,0.2,0.333333333,0.83030303,137,0,0.222222222,0.111111111,0,0.002983186,1,-0.997016814,0,0,55
" کارن فلیک تو نہ تھے ! البتہ جو کچھ دال دلیا تھا، غریب نے حاضر کر دیا ",0.028571429,0,0.257142857,0.424242424,0.421052632,0.836363636,138,0.105263158,0.263157895,0.157894737,0.157894737,0.00632797,0.736842105,-0.730514136,0,0,55
 ابا جان ! اس کے بعد چھوٹا چودھری تو سکول میں منھ دکھانے کے قابل نہ رہا ہو گا ,0.012820513,0,0.256410256,0.472727273,0.476190476,0.842424242,139,0.047619048,0.333333333,0.238095238,0.095238095,0.007051166,0.952380952,-0.945329786,0,0,55
 نہیں بیٹا ! سکول تو وہ اسی منھ سے گیا اور شہری لڑکوں نے اس سے کچھ مذاق بھی کیا مگر وہ مگن رہا چودھری کی جگہ میں ہوتا تو شرم سے مرجاتا ,0.007407407,0,0.251851852,0.818181818,0.6,0.848484848,140,0.028571429,0.4,0.142857143,0.171428571,0.012203941,0.857142857,-0.844938916,0,0,55
" گر چودھری تو جیتا رہا ، بلکہ خاموشی سے پڑھتا بھی رہا اور آخر میٹرک پاس کر کے لاہور کالج میں چلا گیا وہ کالج بھی گیا ",0.008547009,0,0.239316239,0.709090909,0.586206897,0.854545455,141,0.103448276,0.310344828,0.310344828,0.068965517,0.010576749,0.827586207,-0.817009458,0,1,55
 کیا ان کے پاس اتنے پیسے تھے ,0,0,0.275862069,0.175757576,0.555555556,0.860606061,142,0,0.444444444,0.222222222,0.111111111,0.002621587,1,-0.997378413,0,0,55
 پیسے تو کم ہی تھے مگر انھوں نے تھوڑی سی زمین بیچ دی ,0,0,0.264150943,0.321212121,0.533333333,0.866666667,143,0.133333333,0.333333333,0.2,0.2,0.004791177,0.933333333,-0.928542156,0,0,55
 مگر تھوڑی سی زمین سے کیا بنتا ہے ,0,0,0.264705882,0.206060606,0.6,0.872727273,144,0.1,0.3,0.3,0.3,0.003073585,0.9,-0.896926415,0,0,55
